order,actor_ID,code_ID,field_cat,collab_num,gender_cat,border_cat,seek_num,code_quote,code_theme
68,ID14,Institutional Context,science and engineering,1,M,border state,1,I think it's usually individual faculty. And I think that a good way to sta...,Institutional Context
69,ID14,Professional Experience,science and engineering,1,M,border state,1,I think it's usually individual faculty. And I think that a good way to sta...,Academic Trajectory
70,ID14,Institutional Context,science and engineering,1,M,border state,1,I would say that my institution is ... it's been supportive. At the very be...,Institutional Context
71,ID14,Institutional Successes,science and engineering,1,M,border state,1,I would say that my institution is ... it's been supportive. At the very be...,Institution-to-Institution
72,ID14,Institutional Challenges (Pre),science and engineering,1,M,border state,1,I would say that my institution is ... it's been supportive. At the very be...,Sociocultural and Political Context
73,ID14,Institutional Challenges (Pre),science and engineering,1,M,border state,1,So yeah ... I mean ... It's something supportive but it was not immediate. ...,Sociocultural and Political Context
74,ID14,Institutional Context,science and engineering,1,M,border state,1,So yeah ... I mean ... It's something supportive but it was not immediate. ...,Institutional Context
75,ID14,Institutional Successes,science and engineering,1,M,border state,1,So yeah ... I mean ... It's something supportive but it was not immediate. ...,Institution-to-Institution
76,ID14,Prior Collaboration Experience,science and engineering,1,M,border state,1,So yeah ... I mean ... It's something supportive but it was not immediate. ...,Academic Trajectory
77,ID14,Collaboration Examples,science and engineering,1,M,border state,1,"I would say really low. I mean, well to start with there is not many facult...",Definition of Collaboration
78,ID14,Cross-Cultural Understanding,science and engineering,1,M,border state,1,"I would say really low. I mean, well to start with there is not many facult...",Sociocultural and Political Context
79,ID14,Prior Collaboration Experience,science and engineering,1,M,border state,1,"I would say really low. I mean, well to start with there is not many facult...",Academic Trajectory
80,ID14,Personal Relationships,science and engineering,1,M,border state,1,"And another one, given the political situation for some of them they might ...",Peer-to-Peer
81,ID14,Family Situation,science and engineering,1,M,border state,1,"	I would say really low. I mean, well to start with there is not many facul...",Background
82,ID14,Political/Legal Challenges,science and engineering,1,M,border state,1,"And another one, given the political situation for some of them they might ...",Challenges
83,ID14,Political/Legal Challenges,science and engineering,1,M,border state,1,I think the frequency of collaboration with Mexican institutions is not as ...,Challenges
84,ID14,Professional Experience,science and engineering,1,M,border state,1,"Definitely. If I already have the motivation, I believe it's a lot easier f...",Academic Trajectory
85,ID14,Prior Collaboration Experience,science and engineering,1,M,border state,1,"Definitely. If I already have the motivation, I believe it's a lot easier f...",Academic Trajectory
86,ID14,Undergraduate Programs,science and engineering,1,M,border state,1,"Definitely. If I already have the motivation, I believe it's a lot easier f...",Student Programs
87,ID14,Personal Relationships,science and engineering,1,M,border state,1,"Definitely. If I already have the motivation, I believe it's a lot easier f...",Peer-to-Peer
88,ID14,Family Situation,science and engineering,1,M,border state,1,"Definitely. If I already have the motivation, I believe it's a lot easier f...",Background
89,ID14,Cross-Cultural Understanding,science and engineering,1,M,border state,1,"Definitely. If I already have the motivation, I believe it's a lot easier f...",Sociocultural and Political Context
90,ID14,Political/Legal Challenges,science and engineering,1,M,border state,1,"Well, the first one is that the politicians, they need to start selling Mex...",Challenges
91,ID14,Cross-Cultural Understanding,science and engineering,1,M,border state,1,"Well, the first one is that the politicians, they need to start selling Mex...",Sociocultural and Political Context
92,ID14,Funding Difficulties,science and engineering,1,M,border state,1,So one of the things they usually keep saying that Mexico is stealing the j...,Presence of Funding
93,ID14,Cross-Cultural Understanding,science and engineering,1,M,border state,1,So one of the things they usually keep saying that Mexico is stealing the j...,Sociocultural and Political Context
94,ID14,Political/Legal Challenges,science and engineering,1,M,border state,1,So one of the things they usually keep saying that Mexico is stealing the j...,Challenges
95,ID14,Lack of Interest - USA,science and engineering,1,M,border state,1,So one of the things they usually keep saying that Mexico is stealing the j...,Challenges
96,ID14,Lack of Interest - Mexico,science and engineering,1,M,border state,1,So one of the things they usually keep saying that Mexico is stealing the j...,Challenges
97,ID14,Cross-Cultural Understanding,science and engineering,1,M,border state,1,"So, for example, here when we started with the [inaudible 00:23:59] and Mex...",Sociocultural and Political Context
98,ID14,Collaboration Examples,science and engineering,1,M,border state,1,"So, for example, here when we started with the [inaudible 00:23:59] and Mex...",Definition of Collaboration
99,ID14,Prior Collaboration Experience,science and engineering,1,M,border state,1,"So, for example, here when we started with the [inaudible 00:23:59] and Mex...",Academic Trajectory
100,ID14,Political/Legal Challenges,science and engineering,1,M,border state,1,"So, for example, here when we started with the [inaudible 00:23:59] and Mex...",Challenges
101,ID14,Institutional Context,science and engineering,1,M,border state,1,"So, for example, here when we started with the [inaudible 00:23:59] and Mex...",Institutional Context
102,ID14,Collaboration Examples,science and engineering,1,M,border state,1,"So those are the things that we needed to start discovering, such as now it...",Definition of Collaboration
103,ID14,Collaboration Outcomes,science and engineering,1,M,border state,1,"So those are the things that we needed to start discovering, such as now it...",Definition of Collaboration
104,ID14,Prior Collaboration Experience,science and engineering,1,M,border state,1,"So those are the things that we needed to start discovering, such as now it...",Academic Trajectory
105,ID14,Collaboration Outcomes,science and engineering,1,M,border state,1,"I think one important thing is not to only focus on academic collaboration,...",Definition of Collaboration
106,ID14,Institutional Context,science and engineering,1,M,border state,1,"I think one important thing is not to only focus on academic collaboration,...",Institutional Context
107,ID14,Cross-Cultural Understanding,science and engineering,1,M,border state,1,"I think one important thing is not to only focus on academic collaboration,...",Sociocultural and Political Context
1,ID68,Collaboration Examples,education,1,M,not border state,0,Academic collaboration means that I am working with someone or with a group...,Definition of Collaboration
2,ID68,Collaboration Outcomes,education,1,M,not border state,0,"So in my experience of academic collaboration, I have operationalized it, i...",Definition of Collaboration
3,ID68,Collaboration Examples,education,1,M,not border state,0,"So currently part of my collaboration agenda is one of my main projects, it...",Definition of Collaboration
4,ID68,Cross-Cultural Understanding,education,1,M,not border state,0,"So currently part of my collaboration agenda is one of my main projects, it...",Sociocultural and Political Context
5,ID68,Collaboration Outcomes,education,1,M,not border state,0,"So currently part of my collaboration agenda is one of my main projects, it...",Definition of Collaboration
6,ID68,Professional Experience,education,1,M,not border state,0,"So currently part of my collaboration agenda is one of my main projects, it...",Academic Trajectory
7,ID68,Institutional Context,education,1,M,not border state,0,"But we are trying as a community with all the institutions as us, as the Pe...",Institutional Context
8,ID68,Collaboration Examples,education,1,M,not border state,0,"But we are trying as a community with all the institutions as us, as the Pe...",Definition of Collaboration
9,ID68,Collaboration Outcomes,education,1,M,not border state,0,"But we are trying as a community with all the institutions as us, as the Pe...",Definition of Collaboration
10,ID68,Cross-Cultural Understanding,education,1,M,not border state,0,"But we are trying as a community with all the institutions as us, as the Pe...",Sociocultural and Political Context
11,ID68,Institutional Successes,education,1,M,not border state,0,"But we are trying as a community with all the institutions as us, as the Pe...",Institution-to-Institution
12,ID68,Disciplinary Culture,education,1,M,not border state,0,"Not at all. I would say, I consider myself an educator and specialist in ed...",Disciplinary
13,ID68,Cross-Cultural Understanding,education,1,M,not border state,0,"Not at all. I would say, I consider myself an educator and specialist in ed...",Sociocultural and Political Context
14,ID68,Collaboration Examples,education,1,M,not border state,0,"Not at all. I would say, I consider myself an educator and specialist in ed...",Definition of Collaboration
15,ID68,Research Interest,education,1,M,not border state,0,"Not at all. I would say, I consider myself an educator and specialist in ed...",Academic Trajectory
16,ID68,Collaboration Examples,education,1,M,not border state,0,"(in spanish) Con la Universidad de Valladolid and the Yucatan peninsula, bu...",Definition of Collaboration
17,ID68,Personal Relationships,education,1,M,not border state,0,"(in spanish) Con la Universidad de Valladolid and the Yucatan peninsula, bu...",Peer-to-Peer
18,ID68,Institutional Context,education,1,M,not border state,0,"(in spanish) Con la Universidad de Valladolid and the Yucatan peninsula, bu...",Institutional Context
19,ID68,Research Interest,education,1,M,not border state,0,"exico was selected, let me answer that one first, was selected because is m...",Academic Trajectory
20,ID68,Personal Relationships,education,1,M,not border state,0,"exico was selected, let me answer that one first, was selected because is m...",Peer-to-Peer
21,ID68,Cross-Cultural Understanding,education,1,M,not border state,0,"exico was selected, let me answer that one first, was selected because is m...",Sociocultural and Political Context
22,ID68,Disciplinary Incentives,education,1,M,not border state,0,"exico was selected, let me answer that one first, was selected because is m...",Disciplinary
23,ID68,Personal Relationships,education,1,M,not border state,0,"I think that what I had in mind was that I wanted as many, I am a believer ...",Peer-to-Peer
24,ID68,Cross-Cultural Understanding,education,1,M,not border state,0,"I think that what I had in mind was that I wanted as many, I am a believer ...",Sociocultural and Political Context
25,ID68,Description of Funders,education,1,M,not border state,0,"So, yeah, the organizations that are involved, again this are not formal ag...",Presence of Funding
26,ID68,Description of Funders,education,1,M,not border state,0,One is the Penn cultural heritage center here at Penn. Then other instituti...,Presence of Funding
27,ID68,Institutional Context,education,1,M,not border state,0,One is the Penn cultural heritage center here at Penn. Then other instituti...,Institutional Context
28,ID68,Cross-Cultural Understanding,education,1,M,not border state,0,"No, because they have the knowledge of the area, of the region. These are l...",Sociocultural and Political Context
29,ID68,Institutional Context,education,1,M,not border state,0,"No, because they have the knowledge of the area, of the region. These are l...",Institutional Context
30,ID68,Personality/Status Conflict,education,1,M,not border state,0,"No, because they have the knowledge of the area, of the region. These are l...",Peer-to-Peer
31,ID68,Personal Relationships,education,1,M,not border state,0,"No, because they have the knowledge of the area, of the region. These are l...",Peer-to-Peer
32,ID68,Research Interest,education,1,M,not border state,0,"No, because they have the knowledge of the area, of the region. These are l...",Academic Trajectory
33,ID68,Cross-Cultural Understanding,education,1,M,not border state,0,"Because we are the best people, no, I am from there, it is a very focused r...",Sociocultural and Political Context
34,ID68,Personal Relationships,education,1,M,not border state,0,"Because we are the best people, no, I am from there, it is a very focused r...",Peer-to-Peer
35,ID68,Cross-Cultural Understanding,education,1,M,not border state,0,"	In terms of? Well, you know, so the project that I am taking about  is jus...",Sociocultural and Political Context
36,ID68,Research Interest,education,1,M,not border state,0,"	In terms of? Well, you know, so the project that I am taking about  is jus...",Academic Trajectory
37,ID68,Collaboration Examples,education,1,M,not border state,0,"	In terms of? Well, you know, so the project that I am taking about  is jus...",Definition of Collaboration
38,ID68,Institutional Context,education,1,M,not border state,0,"One, is the funding I receive through Penn to do summer research. The secon...",Institutional Context
39,ID68,Description of Funders,education,1,M,not border state,0,"One, is the funding I receive through Penn to do summer research. The secon...",Presence of Funding
40,ID68,Successful Funding,education,1,M,not border state,0,"One, is the funding I receive through Penn to do summer research. The secon...",Presence of Funding
41,ID68,Disciplinary Incentives,education,1,M,not border state,0,"One, is the funding I receive through Penn to do summer research. The secon...",Disciplinary
42,ID68,Institutional Successes,education,1,M,not border state,0,"One, is the funding I receive through Penn to do summer research. The secon...",Institution-to-Institution
43,ID68,Collaboration Examples,education,1,M,not border state,0, my collaboration through the Penn Cultural Heritage Center...,Definition of Collaboration
44,ID68,Cross-Cultural Understanding,education,1,M,not border state,0,I think some of the factors have been my partnerships here in the States. S...,Sociocultural and Political Context
45,ID68,Lack of Interest - USA,education,1,M,not border state,0,I think some of the factors have been my partnerships here in the States. S...,Challenges
46,ID68,Lack of Interest - Mexico,education,1,M,not border state,0,I think some of the factors have been my partnerships here in the States. S...,Challenges
47,ID68,Political/Legal Challenges,education,1,M,not border state,0,I think some of the factors have been my partnerships here in the States. S...,Challenges
48,ID68,Undergraduate Programs,education,1,M,not border state,0,I think some of the factors have been my partnerships here in the States. S...,Student Programs
49,ID68,Personal Relationships,education,1,M,not border state,0,I think some of the factors have been my partnerships here in the States. S...,Peer-to-Peer
50,ID68,Personality/Status Conflict,education,1,M,not border state,0,I think some of the factors have been my partnerships here in the States. S...,Peer-to-Peer
51,ID68,Collaboration Examples,education,1,M,not border state,0,"It was initiated here, in the American institution at Penn, the Penn Cultur...",Definition of Collaboration
52,ID68,Description of Funders,education,1,M,not border state,0,"It was initiated here, in the American institution at Penn, the Penn Cultur...",Presence of Funding
53,ID68,Professional Experience,education,1,M,not border state,0,"My role, has been all the way from a bouncer of ideas, defining agendas, cr...",Academic Trajectory
54,ID68,Collaboration Examples,education,1,M,not border state,0,"My role, has been all the way from a bouncer of ideas, defining agendas, cr...",Definition of Collaboration
55,ID68,Description of Funders,education,1,M,not border state,0,"They don’t care, they don’t care. It’s my own research agenda, what I mean ...",Presence of Funding
56,ID68,Funding Difficulties,education,1,M,not border state,0,"They don’t care, they don’t care. It’s my own research agenda, what I mean ...",Presence of Funding
57,ID68,Institutional Context,education,1,M,not border state,0,"They don’t care, they don’t care. It’s my own research agenda, what I mean ...",Institutional Context
58,ID68,Institutional Challenges (Pre),education,1,M,not border state,0,"They don’t care, they don’t care. It’s my own research agenda, what I mean ...",Sociocultural and Political Context
59,ID68,Institutional Context,education,1,M,not border state,0,"Individual researchers, definitely, always. ...",Institutional Context
60,ID68,Lack of Interest - USA,education,1,M,not border state,0,"I don’t know many people that are interested in research in Mexico, at leas...",Challenges
61,ID68,Lack of Interest - Mexico,education,1,M,not border state,0,"I don’t know many people that are interested in research in Mexico, at leas...",Challenges
62,ID68,Lack of Interest - Mexico,education,1,M,not border state,0,"Not at all, like I feel even, you know, we have a Mexican faculty, Manuel w...",Challenges
63,ID68,Lack of Interest - USA,education,1,M,not border state,0,"Not at all, like I feel even, you know, we have a Mexican faculty, Manuel w...",Challenges
64,ID68,Advisor,education,1,M,not border state,0,"My advisor, who is the chair of my department, she used to be a big name in...",Academic Trajectory
65,ID68,Cross-Cultural Understanding,education,1,M,not border state,0,"My advisor, who is the chair of my department, she used to be a big name in...",Sociocultural and Political Context
66,ID68,Cross-Cultural Understanding,education,1,M,not border state,0,"Not at all, like I feel even, you know, we have a Mexican faculty, Manuel w...",Sociocultural and Political Context
67,ID68,Institutional Context,education,1,M,not border state,0,"My advisor, who is the chair of my department, she used to be a big name in...",Institutional Context
68,ID68,Institutional Context,education,1,M,not border state,0,"They are, actually my department has a very strong relationship, collaborat...",Institutional Context
69,ID68,Institutional Successes,education,1,M,not border state,0,"They are, actually my department has a very strong relationship, collaborat...",Institution-to-Institution
70,ID68,Collaboration Examples,education,1,M,not border state,0,"They are, actually my department has a very strong relationship, collaborat...",Definition of Collaboration
71,ID68,Lack of Interest - USA,education,1,M,not border state,0,"They are, actually my department has a very strong relationship, collaborat...",Challenges
72,ID68,Lack of Interest - Mexico,education,1,M,not border state,0,"They are, actually my department has a very strong relationship, collaborat...",Challenges
73,ID68,Institutional Context,education,1,M,not border state,0,"I think, that’s a good question, because you know if you apply for funding,...",Institutional Context
74,ID68,Institutional Challenges (Pre),education,1,M,not border state,0,"I think, that’s a good question, because you know if you apply for funding,...",Sociocultural and Political Context
75,ID68,Description of Funders,education,1,M,not border state,0,"I think, that’s a good question, because you know if you apply for funding,...",Presence of Funding
76,ID68,Successful Funding,education,1,M,not border state,0,"I think, that’s a good question, because you know if you apply for funding,...",Presence of Funding
77,ID68,Cross-Cultural Understanding,education,1,M,not border state,0,"In Mexico or in here? I don’t think they are different, I’m trying to think...",Sociocultural and Political Context
78,ID68,Collaboration Outcomes,education,1,M,not border state,0,"In Mexico or in here? I don’t think they are different, I’m trying to think...",Definition of Collaboration
79,ID68,Prior Collaboration Experience,education,1,M,not border state,0,"Oh yeah, I see the question know! I prefer peer related, definitely, person...",Academic Trajectory
80,ID68,Collaboration Examples,education,1,M,not border state,0,"Oh yeah, I see the question know! I prefer peer related, definitely, person...",Definition of Collaboration
81,ID68,Personal Relationships,education,1,M,not border state,0,"Oh yeah, I see the question know! I prefer peer related, definitely, person...",Peer-to-Peer
82,ID68,Funding Difficulties,education,1,M,not border state,0,"Oh yeah, I see the question know! I prefer peer related, definitely, person...",Presence of Funding
83,ID68,Doctoral Research,education,1,M,not border state,0,"I would love it, I’m finishing my PhD but I would have love that Penn would...",Student Programs
84,ID68,Funding Difficulties,education,1,M,not border state,0,"I would love it, I’m finishing my PhD but I would have love that Penn would...",Presence of Funding
85,ID68,Institutional Context,education,1,M,not border state,0,"I would love it, I’m finishing my PhD but I would have love that Penn would...",Institutional Context
86,ID68,Collaboration Examples,education,1,M,not border state,0,"Right, I think first of all, people that are interested in it and that have...",Definition of Collaboration
87,ID68,Collaboration Outcomes,education,1,M,not border state,0,"Right, I think first of all, people that are interested in it and that have...",Definition of Collaboration
88,ID68,Research Interest,education,1,M,not border state,0,"Right, I think first of all, people that are interested in it and that have...",Academic Trajectory
89,ID68,Institutional Context,education,1,M,not border state,0,"Right, I think first of all, people that are interested in it and that have...",Institutional Context
90,ID68,Disciplinary Culture,education,1,M,not border state,0,"Right, I think first of all, people that are interested in it and that have...",Disciplinary
91,ID68,Funding Difficulties,education,1,M,not border state,0,Money...,Presence of Funding
92,ID68,Successful Funding,education,1,M,not border state,0,Money...,Presence of Funding
93,ID68,Successful Funding,education,1,M,not border state,0,"Yeah, money, funding. How much money do we have, because if we have a $1000...",Presence of Funding
94,ID68,Funding Difficulties,education,1,M,not border state,0,"Yeah, money, funding. How much money do we have, because if we have a $1000...",Presence of Funding
95,ID68,Institutional Context,education,1,M,not border state,0,"I think that the main collaborations that I’ve been part of, the main facto...",Institutional Context
96,ID68,Cross-Cultural Understanding,education,1,M,not border state,0,"I think that the main collaborations that I’ve been part of, the main facto...",Sociocultural and Political Context
97,ID68,Political/Legal Challenges,education,1,M,not border state,0,"I think that the main collaborations that I’ve been part of, the main facto...",Challenges
98,ID68,Political/Legal Challenges,education,1,M,not border state,0,"It’s affecting a lot. I think that a lot of institutions are, at least in M...",Challenges
99,ID68,Cross-Cultural Understanding,education,1,M,not border state,0,"It’s affecting a lot. I think that a lot of institutions are, at least in M...",Sociocultural and Political Context
100,ID68,Collaboration Outcomes,education,1,M,not border state,0,"It’s affecting a lot. I think that a lot of institutions are, at least in M...",Definition of Collaboration
101,ID68,Lack of Interest - Mexico,education,1,M,not border state,0,"It’s affecting a lot. I think that a lot of institutions are, at least in M...",Challenges
102,ID68,Lack of Interest - USA,education,1,M,not border state,0,"It’s affecting a lot. I think that a lot of institutions are, at least in M...",Challenges
103,ID68,Funding Difficulties,education,1,M,not border state,0,"It’s affecting a lot. I think that a lot of institutions are, at least in M...",Presence of Funding
104,ID68,Disciplinary Barriers,education,1,M,not border state,0,"No, not really, nothing that I’m aware of in terms of my own discipline...",Disciplinary
105,ID68,Political/Legal Challenges,education,1,M,not border state,0,"I think it will, from what I know again, this is something that I just have...",Challenges
106,ID68,Funding Difficulties,education,1,M,not border state,0,"I think it will, from what I know again, this is something that I just have...",Presence of Funding
107,ID68,Personal Relationships,education,1,M,not border state,0,"I see, I feel, collaborations depend a lot on people and the interest of pe...",Peer-to-Peer
108,ID68,Research Interest,education,1,M,not border state,0,"I see, I feel, collaborations depend a lot on people and the interest of pe...",Academic Trajectory
109,ID68,Institutional Context,education,1,M,not border state,0,"I see, I feel, collaborations depend a lot on people and the interest of pe...",Institutional Context
110,ID68,Lack of Interest - Mexico,education,1,M,not border state,0,"I see, I feel, collaborations depend a lot on people and the interest of pe...",Challenges
111,ID68,Lack of Interest - USA,education,1,M,not border state,0,"I see, I feel, collaborations depend a lot on people and the interest of pe...",Challenges
112,ID68,Disciplinary Culture,education,1,M,not border state,0,"I see, I feel, collaborations depend a lot on people and the interest of pe...",Disciplinary
113,ID68,Disciplinary Barriers,education,1,M,not border state,0,"I see, I feel, collaborations depend a lot on people and the interest of pe...",Disciplinary
114,ID68,Disciplinary Incentives,education,1,M,not border state,0,"I see, I feel, collaborations depend a lot on people and the interest of pe...",Disciplinary
115,ID68,Collaboration Outcomes,education,1,M,not border state,0,"I see, I feel, collaborations depend a lot on people and the interest of pe...",Definition of Collaboration
116,ID68,Collaboration Examples,education,1,M,not border state,0,"I see, I feel, collaborations depend a lot on people and the interest of pe...",Definition of Collaboration
117,ID68,Prior Collaboration Experience,education,1,M,not border state,0,"I see, I feel, collaborations depend a lot on people and the interest of pe...",Academic Trajectory
118,ID68,Successful Funding,education,1,M,not border state,0,"I see, I feel, collaborations depend a lot on people and the interest of pe...",Presence of Funding
119,ID68,Doctoral Research,education,1,M,not border state,0,"I see, I feel, collaborations depend a lot on people and the interest of pe...",Student Programs
120,ID68,Cross-Cultural Understanding,education,1,M,not border state,0,"This is challenging, right? But I think that with any international project...",Sociocultural and Political Context
121,ID68,Collaboration Examples,education,1,M,not border state,0,"This is challenging, right? But I think that with any international project...",Definition of Collaboration
122,ID68,Collaboration Outcomes,education,1,M,not border state,0,"This is challenging, right? But I think that with any international project...",Definition of Collaboration
1,ID57,Collaboration Examples,social science,1,M,not border state,0,I tend to see academic collaboration in a very broad fashion. It might mean...,Definition of Collaboration
2,ID57,Collaboration Outcomes,social science,1,M,not border state,0,I tend to see academic collaboration in a very broad fashion. It might mean...,Definition of Collaboration
3,ID57,Collaboration Examples,social science,1,M,not border state,0,I tend to think of collaborative projects as projects that involve two peop...,Definition of Collaboration
4,ID57,Collaboration Examples,social science,1,M,not border state,0,"Actually what I can do this, I have a list of about 29 different kinds of c...",Definition of Collaboration
5,ID57,Collaboration Outcomes,social science,1,M,not border state,0,"Actually what I can do this, I have a list of about 29 different kinds of c...",Definition of Collaboration
6,ID57,Collaboration Examples,social science,1,M,not border state,0,Those represent the general categories but beyond that one gets into a fair...,Definition of Collaboration
7,ID57,Collaboration Outcomes,social science,1,M,not border state,0,Those represent the general categories but beyond that one gets into a fair...,Definition of Collaboration
8,ID57,Collaboration Examples,social science,1,M,not border state,0,I did have one question for you. I looked at the title of the project: facu...,Definition of Collaboration
9,ID57,Collaboration Examples,social science,1,M,not border state,0,Yes. And as we go through the question all I ask of you is that you give me...,Definition of Collaboration
10,ID57,Disciplinary Culture,social science,1,M,not border state,0,ThatÕs a really interesting question because my field of study is political...,Disciplinary
11,ID57,Institutional Context,social science,1,M,not border state,0,ThatÕs a really interesting question because my field of study is political...,Institutional Context
12,ID57,Collaboration Examples,social science,1,M,not border state,0,Oh you have touched on a very tender subject. I happen to be part of a corp...,Definition of Collaboration
13,ID57,Institutional Context,social science,1,M,not border state,0,Oh you have touched on a very tender subject. I happen to be part of a corp...,Institutional Context
14,ID57,Institutional Challenges (Pre),social science,1,M,not border state,0,Oh you have touched on a very tender subject. I happen to be part of a corp...,Sociocultural and Political Context
15,ID57,Prior Collaboration Experience,social science,1,M,not border state,0,Oh you have touched on a very tender subject. I happen to be part of a corp...,Academic Trajectory
16,ID57,Prior Collaboration Experience,social science,1,M,not border state,0,Yes. And as we go through the question all I ask of you is that you give me...,Academic Trajectory
17,ID57,Prior Collaboration Experience,social science,1,M,not border state,0,I did have one question for you. I looked at the title of the project: facu...,Academic Trajectory
18,ID57,Prior Collaboration Experience,social science,1,M,not border state,0,Those represent the general categories but beyond that one gets into a fair...,Academic Trajectory
19,ID57,Prior Collaboration Experience,social science,1,M,not border state,0,"Actually what I can do this, I have a list of about 29 different kinds of c...",Academic Trajectory
20,ID57,Professional Experience,social science,1,M,not border state,0,Oh you have touched on a very tender subject. I happen to be part of a corp...,Academic Trajectory
21,ID57,Disciplinary Culture,social science,1,M,not border state,0,Oh you have touched on a very tender subject. I happen to be part of a corp...,Disciplinary
22,ID57,Disciplinary Incentives,social science,1,M,not border state,0,Oh you have touched on a very tender subject. I happen to be part of a corp...,Disciplinary
23,ID57,Lack of Interest - USA,social science,1,M,not border state,0,I think itÕs fair to say that. Part of it is as we have more faculty and gr...,Challenges
24,ID57,Institutional Context,social science,1,M,not border state,0,I think itÕs fair to say that. Part of it is as we have more faculty and gr...,Institutional Context
25,ID57,Undergraduate Programs,social science,1,M,not border state,0,"Long long ago, I actually started my international studies as an undergradu...",Student Programs
26,ID57,Doctoral Research,social science,1,M,not border state,0,"Long long ago, I actually started my international studies as an undergradu...",Student Programs
27,ID57,Prior Collaboration Experience,social science,1,M,not border state,0,"Long long ago, I actually started my international studies as an undergradu...",Academic Trajectory
28,ID57,Prior Collaboration Experience,social science,1,M,not border state,0,"Simultaneously, but completely separate, IÕve been working with other schol...",Academic Trajectory
29,ID57,Description of Funders,social science,1,M,not border state,0,"Simultaneously, but completely separate, IÕve been working with other schol...",Presence of Funding
30,ID57,Prior Collaboration Experience,social science,1,M,not border state,0,"Sure. For example, probably my most consistent non-university collaboration...",Academic Trajectory
31,ID57,Description of Funders,social science,1,M,not border state,0,"Sure. For example, probably my most consistent non-university collaboration...",Presence of Funding
32,ID57,Cross-Cultural Understanding,social science,1,M,not border state,0,ThatÕs a good question and probably what is a critical factor here is that ...,Sociocultural and Political Context
33,ID57,Collaboration Examples,social science,1,M,not border state,0,"Well one factor that has been very, very important is recognizing that thes...",Definition of Collaboration
34,ID57,Collaboration Outcomes,social science,1,M,not border state,0,"Well one factor that has been very, very important is recognizing that thes...",Definition of Collaboration
35,ID57,Prior Collaboration Experience,social science,1,M,not border state,0,"Well one factor that has been very, very important is recognizing that thes...",Academic Trajectory
36,ID57,Cross-Cultural Understanding,social science,1,M,not border state,0,"Well one factor that has been very, very important is recognizing that thes...",Sociocultural and Political Context
37,ID57,Cross-Cultural Understanding,social science,1,M,not border state,0,A big part of it is again the continuity because as you spend more time wit...,Sociocultural and Political Context
38,ID57,Institutional Context,social science,1,M,not border state,0,A big part of it is again the continuity because as you spend more time wit...,Institutional Context
39,ID57,Political/Legal Challenges,social science,1,M,not border state,0,A big part of it is again the continuity because as you spend more time wit...,Challenges
40,ID57,Lack of Interest - Mexico,social science,1,M,not border state,0,Okay and part of it is me trying to understand your frame of reference. Bec...,Challenges
41,ID57,Lack of Interest - USA,social science,1,M,not border state,0,Okay and part of it is me trying to understand your frame of reference. Bec...,Challenges
42,ID57,Cross-Cultural Understanding,social science,1,M,not border state,0,Okay and part of it is me trying to understand your frame of reference. Bec...,Sociocultural and Political Context
43,ID57,Disciplinary Barriers,social science,1,M,not border state,0,Okay and part of it is me trying to understand your frame of reference. Bec...,Disciplinary
44,ID57,Institutional Context,social science,1,M,not border state,0,Okay and part of it is me trying to understand your frame of reference. Bec...,Institutional Context
45,ID57,Institutional Challenges (Pre),social science,1,M,not border state,0,Okay and part of it is me trying to understand your frame of reference. Bec...,Sociocultural and Political Context
46,ID57,Political/Legal Challenges,social science,1,M,not border state,0,Okay and part of it is me trying to understand your frame of reference. Bec...,Challenges
47,ID57,Personality/Status Conflict,social science,1,M,not border state,0,Okay and part of it is me trying to understand your frame of reference. Bec...,Peer-to-Peer
48,ID57,Personal Relationships,social science,1,M,not border state,0,Okay and part of it is me trying to understand your frame of reference. Bec...,Peer-to-Peer
49,ID57,Institutional Context,social science,1,M,not border state,0,"Yeah. Let me put it this way. There is interest, and the best way I can des...",Institutional Context
50,ID57,Institutional Challenges (Pre),social science,1,M,not border state,0,"Yeah. Let me put it this way. There is interest, and the best way I can des...",Sociocultural and Political Context
51,ID57,Description of Funders,social science,1,M,not border state,0,Sure. And I understand that we are a tuition-drive institution and we can p...,Presence of Funding
52,ID57,Collaboration Outcomes,social science,1,M,not border state,0,Sure. And I understand that we are a tuition-drive institution and we can p...,Definition of Collaboration
53,ID57,Institutional Challenges (Pre),social science,1,M,not border state,0,Sure. And I understand that we are a tuition-drive institution and we can p...,Sociocultural and Political Context
54,ID57,Funding Difficulties,social science,1,M,not border state,0,Sure. And I understand that we are a tuition-drive institution and we can p...,Presence of Funding
55,ID57,Institutional Context,social science,1,M,not border state,0,"Well, a couple things. One would be a little more flexibility in terms of t...",Institutional Context
56,ID57,Institutional Challenges (Pre),social science,1,M,not border state,0,"Well, a couple things. One would be a little more flexibility in terms of t...",Sociocultural and Political Context
57,ID57,Funding Difficulties,social science,1,M,not border state,0,"Well, a couple things. One would be a little more flexibility in terms of t...",Presence of Funding
58,ID57,Cross-Cultural Understanding,social science,1,M,not border state,0,"Well, a couple things. One would be a little more flexibility in terms of t...",Sociocultural and Political Context
59,ID57,Lack of Interest - Mexico,social science,1,M,not border state,0,"Well, a couple things. One would be a little more flexibility in terms of t...",Challenges
60,ID57,Lack of Interest - USA,social science,1,M,not border state,0,"Well, a couple things. One would be a little more flexibility in terms of t...",Challenges
